time,joint1,joint2,joint3,joint4,joint5,joint6
0.0,0.24266545993698088,0.17291004796779574,0.08523912331179007,-1.413525936316696,-0.05961335496921283,-0.2424854662469314
0.05,0.2430513773633867,0.17318503148101913,0.08286514542503017,-1.415773904740562,-0.05721134634763406,-0.24287109742451693
0.1,0.24414615471365464,0.17396510955310257,0.0761306031560613,-1.4221509811464819,-0.050397285996579944,-0.24396506273909133
0.15000000000000002,0.24585532959436043,0.17518297348266607,0.06561658359184973,-1.4321069222359388,-0.039759122186573785,-0.24567296986338136
0.2,0.24808443961207974,0.17677131456832962,0.05190417381936168,-1.4450914847104166,-0.025884803188138867,-0.24790042647011373
0.25,0.25073902237338835,0.1786628241087131,0.03557446092556345,-1.4605544252713987,-0.009362277271798503,-0.25055304023201513
0.30000000000000004,0.25372461548486186,0.18079019340243657,0.01720853199742123,-1.477945500620368,0.009220507291924043,-0.2535364188218124
0.35000000000000003,0.2569467565530761,0.18308611374811992,-0.0026125258780986815,-1.496714467458808,0.02927560223250545,-0.25675616991223216
0.4,0.2603109831846067,0.18548327644438317,-0.02330762561403004,-1.516311082488202,0.05021505927942244,-0.2601179011760012
0.45,0.26372283298602944,0.18791437278984627,-0.04429568012340657,-1.5361851024100337,0.07145093016215166,-0.2635272202858463
0.5,0.26708784356391996,0.1903120940831292,-0.06499560231926207,-1.5557862839257863,0.09239526661016992,-0.2668897349144941
0.55,0.27031175694509296,0.19260927728146082,-0.08482756260935231,-1.5745655744845248,0.11246139269554005,-0.2701112570032845
0.6000000000000001,0.27333549311815536,0.1947638252210891,-0.10342812925673019,-1.5921788331094344,0.1312815854624708,-0.2731327503625913
0.65,0.27617478663198597,0.196786949475355,-0.12089409361763094,-1.6087177135238844,0.14895377913076602,-0.2759699378704134
0.7000000000000001,0.2788549492328891,0.19869668580125815,-0.1373811613479545,-1.6243296566117327,0.1656355178502622,-0.27864811249842336
0.75,0.28140129266716907,0.20051106995579826,-0.15304503810360057,-1.6391621032568346,0.18148434577079559,-0.2811925672182938
0.8,0.2838391286811302,0.2022481376959748,-0.16804142954046905,-1.653362494343048,0.19665780704220268,-0.2836285950016975
0.8500000000000001,0.28619376902107674,0.2039259247787875,-0.18252604131445965,-1.667078270754229,0.21131344581431963,-0.2859814888203071
0.9,0.28849052543331294,0.2055624669612359,-0.19665457908147216,-1.6804568733742342,0.22560880623698293,-0.2882765416457952
0.9500000000000001,0.29075470966414324,0.20717580000031968,-0.21058274849740638,-1.6936457430869205,0.2397014324600289,-0.2905390464498345
1.0,0.2930116334598719,0.20878395965303848,-0.22446625521816221,-1.7067923207761442,0.25374886863329393,-0.29279429620409786
1.05,0.2952866085668032,0.21040498167639188,-0.2384608048996393,-1.7200440473257625,0.2679086589066143,-0.29506758388025767
